pair,pid,dTopt,dTm
haemulonii,74.5,-4.278409481048584,1.785600185394287
haemulonii,88.7,3.5788339376449585,2.783679962158203
haemulonii,82.4,-0.3640329837799072,0.04997849464416504
haemulonii,96.1,-0.5825328826904297,0.0571429729461741
haemulonii,88.0,-0.26328563690185547,-0.4991590976715088
haemulonii,91.0,0.7209742069244385,-0.17815828323364258
haemulonii,87.7,-7.101395130157471,-5.010610818862922
haemulonii,92.5,-2.401680350303657,-0.43668150901794434
haemulonii,94.9,-0.636223554611206,-3.169471025466919
haemulonii,80.3,-4.368417263031006,2.512025833129883
haemulonii,55.3,-7.691835165023804,-2.7179479598999023
haemulonii,72.8,1.1464118957519531,-0.5311191082000661
haemulonii,93.7,0.8351397514343226,0.13968348503112793
haemulonii,89.0,-1.3985538482666087,-1.6718387603759766
haemulonii,93.5,3.170621395111084,2.7158141136169434
haemulonii,87.8,3.232923746109009,2.891343832015991
haemulonii,90.9,-0.1505434513092041,-0.8192777633667063
haemulonii,91.7,0.23145318031311035,-0.27573704719542746
haemulonii,87.2,-0.3936338424682617,0.03788471221923828
haemulonii,91.4,1.8461930751800537,-0.030469894409179688
haemulonii,94.0,1.5370488166809082,-1.5353262424468923
haemulonii,95.9,-11.356122493743896,-4.920393228530877
haemulonii,91.6,-15.329747200012207,-2.837538719177246
haemulonii,79.0,-0.23496508598327637,-0.19288063049316406
haemulonii,94.6,-0.16644716262817383,-0.3773331642150879
haemulonii,89.0,-2.5502264499664307,0.9713768959045339
haemulonii,93.0,-5.639054775238037,0.03788471221923828
haemulonii,86.4,0.2816605567932129,-0.522315502166748
haemulonii,85.6,-1.8657231330871582,-0.48987865447998047
haemulonii,82.1,-6.771183013916016,0.22574067115783691
haemulonii,86.4,1.0558784008026123,0.6087005138397217
haemulonii,89.0,0.1172018051147461,0.32398104667663574
haemulonii,87.0,6.733725070953369,-0.9818434715270996
haemulonii,87.0,-3.5226863622665405,-1.3515710830688477
haemulonii,78.7,-4.588819742202759,-1.4772593975067139
haemulonii,81.8,0.24452447891234286,-0.21429061889648438
haemulonii,76.0,0.8958685398101807,-0.2112269401550293
haemulonii,93.7,-1.2749755382537842,-0.39040446281432395
haemulonii,83.9,0.39187431335449574,0.1777052879333496
haemulonii,86.5,-1.8006759881973196,-1.5813052654266286
haemulonii,88.6,1.667851209640503,-0.012671947479248047
haemulonii,83.1,1.8522727489471436,1.091611385345459
haemulonii,88.5,-8.43916654586792,0.42825937271119585
haemulonii,85.8,1.461830735206611,-0.6541430950164866
haemulonii,72.7,3.2144808769226074,0.5463123321533203
haemulonii,68.2,-3.2269442081451416,-1.1224329471588135
haemulonii,90.9,-1.0085785388946533,-1.8281161785125732
haemulonii,91.6,4.156007766723633,3.2181382179260183
haemulonii,93.6,0.7290172576904297,-0.6228446960449219
haemulonii,97.7,2.844468355178833,1.3686895370483398
haemulonii,88.1,6.462281942367547,-0.23806095123291016
haemulonii,73.1,-3.9460551738739014,-3.342008590698242
haemulonii,66.5,-1.6819381713867188,0.5457103252410889
haemulonii,90.1,-2.1343642473220825,-0.20560622215270996
haemulonii,74.9,0.2807736396789551,-0.6784796714782644
haemulonii,64.3,0.27240514755248313,-4.2025744915008545
haemulonii,79.1,1.0079491138458252,-0.7705211639404368
haemulonii,88.3,1.824536919593811,-0.1426696777343679
haemulonii,90.5,3.1040990352630615,1.5136778354644775
haemulonii,81.4,-0.22579908370972035,-0.8264541625976562
haemulonii,86.2,1.075894832611084,0.3341197967529368
haemulonii,90.9,-0.21969079971313477,-0.1778125762939382
haemulonii,87.8,3.553462028503418,0.9175479412078857
haemulonii,86.5,0.07611036300658824,-1.5890181064605713
haemulonii,72.0,-9.056460857391357,-2.1095871925354004
haemulonii,94.3,2.105920314788804,2.205115556716919
haemulonii,97.8,-0.18521547317504883,-0.2720475196838379
haemulonii,94.1,-1.1272001266479492,-2.7370989322662354
haemulonii,94.4,-0.5475461483001709,-0.6207704544067383
haemulonii,93.7,6.163895130157464,2.485150098800659
haemulonii,75.8,0.4024636745452881,0.6834983825683665
haemulonii,94.8,-6.796199083328247,-0.9736180305480957
haemulonii,82.4,1.262744665145874,-1.378566026687622
haemulonii,89.9,0.46567440032958984,0.3681778907775879
haemulonii,75.7,-0.5328083038330078,-2.5809526443481516
haemulonii,79.3,0.3355729579925466,-1.1021912097930908
haemulonii,80.6,-2.72035360336303,-0.6733894348144531
haemulonii,79.4,-10.917173624038696,-1.4953553676605225
haemulonii,84.6,-1.7245191335678065,0.05143284797668457
haemulonii,95.9,-3.652024269104004,-1.2265086174011302
haemulonii,95.3,0.5640792846679688,-0.31052231788635254
haemulonii,85.8,0.6769037246704102,0.5635082721710276
haemulonii,82.6,5.57330131530761,1.0240435600280762
haemulonii,75.0,-5.004701614379883,-1.6350030899047852
haemulonii,90.5,-1.4886367321014404,-0.2812385559082031
haemulonii,94.4,4.854100942611694,1.4503002166748047
haemulonii,87.4,-1.8312084674835205,-0.17415285110473633
haemulonii,76.6,0.0794076919555664,2.1263718605041504
haemulonii,78.8,1.3727009296417307,-0.032430887222282934
haemulonii,75.4,5.645792484283447,0.475919246673584
haemulonii,80.5,-18.504127264022827,-1.255565881729126
haemulonii,88.4,3.2752561569213867,-0.6195962429046631
haemulonii,93.0,-1.395263671875,-0.26822686195373535
haemulonii,97.0,-0.49895167350769754,-0.7412612438201904
haemulonii,90.3,-1.1464673280715942,-0.005841255187995387
haemulonii,74.9,-1.593235731124878,-1.4694809913635254
haemulonii,86.8,0.2933621406555105,1.4398694038391113
haemulonii,93.2,0.49190282821655273,0.2776026725769043
haemulonii,94.7,0.6488478183746409,-0.5246400833129954
haemulonii,85.9,-0.1985478401184082,0.20563006401062012
haemulonii,77.7,-0.5568158626556325,-0.19198060035705566
haemulonii,92.4,1.7652422189712524,-0.2601504325866699
haemulonii,75.5,-1.3214993476867676,0.42287111282349343
haemulonii,84.6,0.15919089317321067,-3.716510534286499
haemulonii,72.7,0.09441375732421875,2.0338773727417063
haemulonii,85.6,0.13358116149902344,0.8238494396209717
haemulonii,75.4,-2.6678895950317383,1.8813669681549072
haemulonii,75.9,1.9218778610229492,-0.31902194023132324
haemulonii,86.5,1.685428619384762,2.143031358718872
haemulonii,81.8,-4.703164100646973,-0.4041910171508789
haemulonii,83.2,2.650347948074341,0.4422485828399658
haemulonii,85.2,2.0068466663360525,1.4950037002563477
haemulonii,89.6,1.4082777500152588,0.4445910453796458
haemulonii,89.8,2.1791696548461914,1.395714282989502
haemulonii,89.7,0.8823108673095703,-0.8142948150634766
haemulonii,83.2,-2.8085339069366526,1.2711405754089355
haemulonii,72.1,0.7605457305908203,-0.06224513053894043
haemulonii,94.3,0.738147497177124,0.525653362274177
haemulonii,81.9,1.1059552431106567,0.25305747985839844
haemulonii,77.4,-2.6283681392669678,0.04447698593140359
haemulonii,91.7,-1.4412188529968262,-0.02974867820739746
haemulonii,76.1,0.569000244140625,-0.22295713424682617
haemulonii,64.2,2.8221094608306885,0.9693741798400879
haemulonii,73.3,2.828911542892449,-0.03260374069213867
haemulonii,81.2,3.126661777496338,-0.6564319133758545
haemulonii,85.2,0.07216572761535645,0.6129026412963796
haemulonii,83.8,-2.4173122644424403,6.273734569549553
haemulonii,88.4,-2.8713369369506836,-3.9034247398376465
haemulonii,79.7,1.8039500713348389,-0.853574275970459
haemulonii,74.9,1.98760986328125,0.843191146850593
haemulonii,52.9,-0.6617993116378749,-0.39561986923217773
haemulonii,77.2,-3.12402606010437,-0.452578067779541
haemulonii,68.3,3.514791727066047,0.740128755569458
haemulonii,94.9,-14.442322254180908,-4.460048675537109
haemulonii,84.9,0.18552303314208984,-1.8227159976959229
haemulonii,81.9,-6.678872108459473,-0.9682118892669678
haemulonii,79.4,-2.865332365036018,-0.7810473442077637
haemulonii,82.1,-2.3210370540618896,-1.2136995792388916
haemulonii,86.1,1.5753543376922607,1.4985561370849538
haemulonii,85.2,-4.109941720962524,0.7328987121582031
haemulonii,92.2,-1.1383795738220215,-1.3763725757598877
haemulonii,93.7,-1.3058459758758474,0.09957551956176047
haemulonii,86.3,-1.461653709411621,-0.2599179744720459
haemulonii,93.2,-5.034699440002441,1.325446367263794
haemulonii,80.8,0.4437357187271118,2.092146873474121
haemulonii,86.2,-3.754631280899048,0.11373758316040039
haemulonii,78.1,3.7222373485565186,0.9136319160461426
haemulonii,67.4,2.51786470413208,1.2295037508010864
haemulonii,71.8,-4.963254332542419,-1.4431893825531077
haemulonii,85.1,-0.7747936248779332,0.6931126117706299
haemulonii,94.3,0.6029248237609863,-0.014847517013549805
haemulonii,66.1,-5.717886686325073,-3.2944083213806152
haemulonii,92.6,1.8426024913787877,-0.10992288589477539
haemulonii,86.8,-1.008836030960083,-1.9240736961364746
haemulonii,80.5,-3.49764347076416,1.0855495929718018
haemulonii,93.6,-13.151117563247674,-5.212008953094482
haemulonii,75.4,0.2905118465423584,0.13655424118041992
haemulonii,93.9,0.10654091835021973,-2.567899227142334
haemulonii,73.4,2.8770947456359863,1.0904431343078613
haemulonii,97.3,2.860078811645508,0.0948786735534668
haemulonii,84.5,-2.0996707677841258,-0.643390417098999
haemulonii,86.1,-0.14299750328063965,-1.3183236122131348
haemulonii,69.8,-3.7553536891937256,-2.3318350315093994
haemulonii,73.9,-3.501187562942505,-0.9496569633483816
haemulonii,97.5,-4.783000946044929,1.4399230480194092
haemulonii,97.1,0.30665159225463867,0.06947517395019531
haemulonii,79.6,-1.1775004863738978,0.4652559757232666
haemulonii,94.7,-1.1995947360992432,-0.39197206497192383
haemulonii,68.8,3.625624179840088,1.0502040386199951
haemulonii,89.6,-5.853520631790161,-0.07641911506652832
haemulonii,97.2,-6.518450975418091,-3.3839404582977295
haemulonii,82.8,11.60139799118042,0.8723974227905344
haemulonii,61.0,1.0137569904327393,0.12750029563903809
haemulonii,90.8,-0.5256521701812744,1.5022873878479004
haemulonii,91.3,-3.6396360397338867,-6.308048963546746
haemulonii,84.1,1.2127375602722168,0.8178532123565603
haemulonii,87.3,-5.142971277236931,-2.091318368911743
haemulonii,62.8,-3.5961520671844482,0.16449689865111594
haemulonii,95.0,-1.487452983856194,-0.7131338119506907
haemulonii,83.5,-2.2518503665924143,-2.426576614379883
haemulonii,87.1,-7.499685287475586,-3.9382636547088623
haemulonii,81.5,-1.9914686679840088,0.4050016403198171
haemulonii,86.2,-1.2570726871490479,0.365293025970459
haemulonii,74.8,2.336132526397705,-1.0546624660491943
haemulonii,93.4,1.8141138553619385,-2.863156795501709
haemulonii,91.1,1.7777502536773682,-3.855431079864502
haemulonii,91.4,-3.682436943054199,1.2515902519226074
haemulonii,89.7,-2.567868232727051,0.8260726928710938
haemulonii,88.8,2.170286178588867,1.6604304313659668
haemulonii,88.4,1.4383774995803833,0.07083415985107422
haemulonii,82.6,0.05606532096862793,0.45579075813293457
haemulonii,90.8,-1.196547746658318,-0.4574298858642649
haemulonii,80.4,-0.6745576858520508,-0.2591848373413086
haemulonii,46.2,1.7430996894836426,0.5486845970153809
haemulonii,79.5,2.9516637325286865,0.7324814796447754
haemulonii,86.6,-17.30370104312897,-11.907070875167847
haemulonii,87.4,3.2252204418182373,0.9815633296966624
haemulonii,81.7,0.8887982368469238,-0.1018524169921875
haemulonii,84.6,7.258275747299194,0.6851077079772949
haemulonii,93.2,-1.3552844524383545,2.1065175533294607
haemulonii,65.7,6.832373142242432,1.2860119342803884
haemulonii,85.5,-3.6791592836380005,-0.040650367736816406
haemulonii,92.3,1.4374780654907227,0.1964271068572998
haemulonii,62.2,-28.652815818786618,-8.293640613555901
haemulonii,91.6,3.8770651817321777,-0.38303136825561523
haemulonii,93.2,-1.1609065532684326,0.9435892105102539
haemulonii,67.7,-1.763230562210083,-1.1929631233215332
haemulonii,87.5,4.63374137878418,-0.6140053272247314
haemulonii,78.8,5.155752897262573,-0.5206465721130371
haemulonii,79.8,-4.82940673828125,-2.5380313396453857
haemulonii,97.0,0.07135033607483265,-0.6593763828277659
haemulonii,72.1,-2.7372336387634135,0.5740940570831299
haemulonii,31.3,-7.703821063041687,-3.310704231262207
haemulonii,86.2,-2.0830464363098145,0.3512918949127197
haemulonii,52.6,0.5932366847991943,0.8371233940124512
haemulonii,86.0,5.249937772750862,2.7202725410461355
haemulonii,87.6,3.128628730773926,1.4309883117675781
haemulonii,91.4,-0.18090248107910156,0.1271963119506836
haemulonii,88.0,4.920945167541511,2.472156286239624
haemulonii,95.4,3.4369254112243652,3.3095359802246165
haemulonii,79.1,9.678897857666016,3.9200663566589355
haemulonii,93.3,-1.0296285152435303,0.7683098316192698
haemulonii,86.7,-0.7691180706024241,-1.6009628772735596
haemulonii,79.6,1.1586284637451172,-0.5133569240570068
haemulonii,79.5,6.11555814743042,1.2999773025512695
haemulonii,85.5,-3.196166753768914,-0.13188719749450684
haemulonii,91.5,10.60404896736145,4.303407669067383
haemulonii,71.9,4.002969861030575,-1.4678418636322021
haemulonii,70.9,-2.617349624633789,-0.7150352001190186
haemulonii,76.3,-7.7413058280944895,-4.618823528289795
haemulonii,75.0,-1.102280616760254,0.012427568435668945
haemulonii,84.1,0.12226581573486328,0.11619925498962402
haemulonii,77.4,-0.8797878026962245,2.2509872913360525
haemulonii,72.1,1.5185487270355225,-0.6015419960021973
haemulonii,74.5,-9.143589735031128,-3.7593483924865794
haemulonii,92.1,0.7813417911529541,-0.3181636333465576
haemulonii,82.8,-1.6801929473876953,3.2768428325653076
haemulonii,90.0,-0.01874685287475586,-0.4025399684906006
haemulonii,81.1,-53.22267293930054,0.854194164276123
haemulonii,85.4,0.6403291225433314,-0.1040339469909668
haemulonii,92.2,-4.207971096038818,-0.44834017753601074
haemulonii,82.1,0.2099776268005371,-0.48926472663879395
haemulonii,79.7,-10.108973979949962,-1.1332452297210622
haemulonii,93.6,-2.362217903137207,-0.49370527267455344
haemulonii,81.0,-6.22408390045166,-1.238715648651123
haemulonii,78.3,5.390335321426392,0.8567988872528076
haemulonii,82.0,0.6747686862945557,0.06587505340576172
haemulonii,96.6,-0.8267086744308472,1.6669273376464844
haemulonii,80.8,-0.3556787967681885,-0.7484674453735352
haemulonii,90.2,8.025341033935547,1.4793932437896657
haemulonii,85.5,-0.22256970405578969,-0.2429485321044922
haemulonii,81.2,-1.82914137840271,-0.8223354816436768
haemulonii,91.7,0.00468134880065918,1.2369632720947266
haemulonii,78.1,-4.692392349243164,0.1437366008758545
haemulonii,89.0,-0.2828085422515869,-0.2973198890686035
haemulonii,91.3,1.830199956893921,1.9246459007263184
haemulonii,91.0,0.45068264007568715,0.23761391639709473
haemulonii,91.0,0.2664649486541748,-0.1758277416229248
haemulonii,77.0,-2.7446901798248255,-2.8335750102996897
haemulonii,95.1,0.40875792503356223,-0.9150326251983643
haemulonii,84.8,0.6121981143951416,-0.02676844596862793
haemulonii,72.6,-0.08460760116577148,-0.6661474704742432
haemulonii,85.8,-0.2024531364440918,-0.4497647285461426
haemulonii,96.1,2.6521825790405273,0.1839160919189453
haemulonii,90.1,-4.836055040359497,0.049424171447753906
haemulonii,79.3,3.405897617340088,0.9358286857605052
haemulonii,90.3,-0.6050097942352295,1.655656099319458
haemulonii,87.8,-1.0675442218780518,-1.940983533859253
haemulonii,91.0,-3.0503582954406667,0.7630228996276784
haemulonii,75.8,-5.480414628982555,0.2845346927642751
haemulonii,85.2,0.378229022026062,0.12112259864807129
haemulonii,87.4,-1.1850464344024658,0.670325756072998
haemulonii,92.9,-0.23538708686828613,0.0390470027923584
haemulonii,94.5,-1.616506576538086,0.15082955360412598
haemulonii,89.0,-2.5118350982666087,-0.6093382835388184
haemulonii,80.9,-0.8652949333190918,0.49427151679992676
haemulonii,96.3,0.5888056755065918,-0.15668272972106934
haemulonii,84.3,4.12320613861084,1.3571679592132568
haemulonii,79.8,0.5455148220062256,-0.10701417922973633
haemulonii,54.7,2.114439010620117,-0.31207799911499734
haemulonii,93.5,-1.537553071975708,0.11835694313049316
haemulonii,92.9,-0.5092298984527588,0.8775234222412109
haemulonii,76.7,-0.3645157814025879,-0.667649507522583
haemulonii,63.2,-12.826942205429077,-1.6884982585906911
haemulonii,85.1,5.670089721679673,0.03587007522583008
haemulonii,52.8,2.042745351791382,1.0638117790222168
haemulonii,68.7,-0.7953929901123047,1.3813614845275737
haemulonii,50.0,-9.997050762176514,0.924813747406013
haemulonii,70.1,-3.704652786254883,-1.1909127235412598
haemulonii,82.8,1.833118200302117,3.4901678562164307
haemulonii,91.4,-1.1307978630065918,-0.5681514739990234
haemulonii,50.7,-1.578662395477295,-0.5275189876556396
haemulonii,80.0,5.310555696487427,1.8287003040313792
haemulonii,96.9,5.97241401672364,-0.2760589122772217
haemulonii,87.6,10.237047672271729,-6.632149219512932
haemulonii,94.0,-2.7339863777160645,-0.07950663566589355
haemulonii,77.7,0.5234813690185547,-0.014740228652954102
haemulonii,92.5,-8.844366073608398,-1.9227683544158936
haemulonii,73.1,3.0098462104797363,-0.5200445652008057
haemulonii,66.8,2.6845479011535573,-0.13141036033631082
haemulonii,85.6,-0.08660674095153809,-0.12996196746826172
haemulonii,93.5,-2.204139232635505,-1.1939465999603271
haemulonii,93.2,0.010771751403808594,-0.04020333290100098
haemulonii,95.6,0.7222974300384521,1.4903843402862549
haemulonii,71.9,3.051137924194329,1.3903260231018066
haemulonii,69.6,-1.8320059776306152,-1.2556850910186768
haemulonii,57.6,-1.2173187732696533,0.4522383213043213
haemulonii,78.9,0.24566888809204102,0.037455558776862574
haemulonii,87.2,-2.766562700271603,0.8994042873382497
haemulonii,92.8,-1.3047820329666138,1.378864049911499
haemulonii,93.1,-0.8643615245819092,0.8707284927368093
haemulonii,76.3,3.1314361095428467,0.9117186069488454
haemulonii,92.2,1.1713492870330775,-0.6880104541778493
haemulonii,86.4,3.1332743167877197,-0.09361505508423562
haemulonii,94.1,0.05420565605163574,-0.32291412353516336
haemulonii,91.7,-1.9029593467712402,1.9866764545440674
haemulonii,89.7,0.33426761627197266,0.8658289909362722
haemulonii,89.5,-1.1245429515838623,0.1722276210784912
haemulonii,75.4,3.892353773117062,1.9946157932281494
haemulonii,75.0,-3.6352229118347097,0.029516220092773438
haemulonii,94.3,0.41144371032714844,0.8354365825653005
haemulonii,95.8,-3.883359432220459,-1.7603814601898193
haemulonii,86.4,1.4306402206420863,-0.0794053077697825
haemulonii,77.4,-6.427066326141357,1.7586588859558105
haemulonii,92.9,-0.430372953414917,-1.2477576732635498
haemulonii,91.5,0.5609321594238281,-0.3025531768798828
haemulonii,60.9,0.19574403762817383,-1.4633715152740479
haemulonii,96.6,0.06332874298096414,-0.2817690372467041
haemulonii,74.5,2.207479476928711,0.8276104927062917
haemulonii,72.0,-2.5869441032409703,-2.516794204711907
haemulonii,76.8,-1.380143165588379,-4.9703896045684814
haemulonii,73.9,-2.992436885833744,1.0684967041015625
haemulonii,83.1,-3.9285922050476074,-0.9472906589508128
haemulonii,79.2,-0.797041654586792,2.001678943634033
haemulonii,75.3,-0.7074451446533203,-0.18758773803710938
haemulonii,87.1,7.660431861877441,0.42567849159241433
haemulonii,67.4,-13.274059295654297,-1.8776476383209229
haemulonii,92.4,-3.2236862182617188,2.8037548065185476
