XP_085450349.1	CPAR2_206630	53.3
XP_085450350.1	CPAR2_208140	47.0
XP_085450353.1	CPAR2_301640	49.6
XP_085450356.1	CPAR2_300640	35.0
XP_085450357.1	CPAR2_300650	61.6
XP_085450358.1	CPAR2_300660	58.5
XP_085450361.1	CPAR2_208150	50.1
XP_085450362.1	CPAR2_405240	66.9
XP_085450363.1	CPAR2_405530	71.9
XP_085450364.1	CPAR2_405520	38.6
XP_085450365.1	CPAR2_405510	69.0
XP_085450366.1	CPAR2_807190	61.5
XP_085450368.1	CPAR2_405450	62.2
XP_085450369.1	CPAR2_405460	27.3
XP_085450370.1	CPAR2_405470	68.6
XP_085450371.1	CPAR2_404280	34.4
XP_085450372.1	CPAR2_404530	81.7
XP_085450373.1	CPAR2_404520	44.9
XP_085450374.1	CPAR2_404510	26.8
XP_085450375.1	CPAR2_404370	43.5
XP_085450376.1	CPAR2_404380	63.0
XP_085450377.1	CPAR2_404390	78.2
XP_085450378.1	CPAR2_403640	60.9
XP_085450379.1	CPAR2_405540	54.4
XP_085450380.1	CPAR2_405560	97.2
XP_085450381.1	CPAR2_405570	66.7
XP_085450382.1	CPAR2_405580	51.5
XP_085450383.1	CPAR2_208030	41.5
XP_085450384.1	CPAR2_208240	68.9
XP_085450385.1	CPAR2_208230	53.8
XP_085450388.1	CPAR2_208210	34.5
XP_085450391.1	CPAR2_208010	64.8
XP_085450393.1	CPAR2_208250	86.5
XP_085450394.1	CPAR2_208260	79.5
XP_085450395.1	CPAR2_206220	75.8
XP_085450397.1	CPAR2_207840	53.2
XP_085450398.1	CPAR2_207820	49.0
XP_085450402.1	CPAR2_207780	75.4
XP_085450403.1	CPAR2_206930	48.1
XP_085450404.1	CPAR2_207650	49.7
XP_085450405.1	CPAR2_207640	41.7
XP_085450406.1	CPAR2_207630	36.7
XP_085450407.1	CPAR2_207610	75.5
XP_085450408.1	CPAR2_207590	27.6
XP_085450409.1	CPAR2_207520	24.7
XP_085450410.1	CPAR2_207530	41.5
XP_085450411.1	CPAR2_207550	42.6
XP_085450412.1	CPAR2_207560	42.3
XP_085450414.1	CPAR2_503960	47.0
XP_085450415.1	CPAR2_503970	52.4
XP_085450416.1	CPAR2_503980	27.7
XP_085450417.1	CPAR2_501540	44.9
XP_085450419.1	CPAR2_302440	42.9
XP_085450420.1	CPAR2_302430	69.5
XP_085450421.1	CPAR2_302420	46.9
XP_085450422.1	CPAR2_302410	34.5
XP_085450424.1	CPAR2_108600	51.5
XP_085450425.1	CPAR2_108590	93.0
XP_085450426.1	CPAR2_108580	77.9
XP_085450427.1	CPAR2_108570	48.7
XP_085450428.1	CPAR2_300260	53.9
XP_085450429.1	CPAR2_300250	76.8
XP_085450430.1	CPAR2_108420	78.3
XP_085450431.1	CPAR2_108430	80.3
XP_085450432.1	CPAR2_108450	86.2
XP_085450435.1	CPAR2_406690	54.8
XP_085450436.1	CPAR2_501800	58.5
XP_085450437.1	CPAR2_501770	38.6
XP_085450438.1	CPAR2_501760	51.8
XP_085450439.1	CPAR2_501750	48.7
XP_085450440.1	CPAR2_501740	52.2
XP_085450441.1	CPAR2_501730	54.2
XP_085450442.1	CPAR2_501720	45.1
XP_085450443.1	CPAR2_501870	48.4
XP_085450444.1	CPAR2_102780	69.9
XP_085450445.1	CPAR2_102770	31.7
XP_085450446.1	CPAR2_102740	39.4
XP_085450447.1	CPAR2_102710	67.8
XP_085450448.1	CPAR2_102700	62.4
XP_085450449.1	CPAR2_102690	39.9
XP_085450450.1	CPAR2_703960	41.6
XP_085450451.1	CPAR2_703970	79.5
XP_085450452.1	CPAR2_203520	81.5
XP_085450453.1	CPAR2_203530	64.0
XP_085450454.1	CPAR2_502860	51.2
XP_085450455.1	CPAR2_101930	47.4
XP_085450456.1	CPAR2_101940	30.0
XP_085450457.1	CPAR2_101950	73.4
XP_085450459.1	CPAR2_102050	38.6
XP_085450460.1	CPAR2_101960	48.2
XP_085450461.1	CPAR2_101970	56.7
XP_085450462.1	CPAR2_101980	43.1
XP_085450463.1	CPAR2_101810	59.3
XP_085450464.1	CPAR2_101800	47.3
XP_085450465.1	CPAR2_102800	79.0
XP_085450466.1	CPAR2_102810	60.2
XP_085450467.1	CPAR2_102820	58.3
XP_085450468.1	CPAR2_102830	53.5
XP_085450469.1	CPAR2_102840	81.8
XP_085450470.1	CPAR2_102850	55.3
XP_085450471.1	CPAR2_102860	77.5
XP_085450472.1	CPAR2_102870	51.0
XP_085450473.1	CPAR2_102880	64.2
XP_085450474.1	CPAR2_602680	39.1
XP_085450475.1	CPAR2_602660	33.0
XP_085450476.1	CPAR2_602650	58.4
XP_085450477.1	CPAR2_808420	80.0
XP_085450478.1	CPAR2_808430	33.7
XP_085450480.1	CPAR2_602430	44.2
XP_085450481.1	CPAR2_602670	30.8
XP_085450482.1	CPAR2_805790	74.4
XP_085450483.1	CPAR2_805800	40.4
XP_085450484.1	CPAR2_805810	31.9
XP_085450485.1	CPAR2_206110	31.2
XP_085450486.1	CPAR2_206120	43.6
XP_085450487.1	CPAR2_805780	39.1
XP_085450490.1	CPAR2_404230	42.6
XP_085450491.1	CPAR2_404220	72.9
XP_085450492.1	CPAR2_406060	38.6
XP_085450493.1	CPAR2_406050	67.3
XP_085450495.1	CPAR2_406020	55.1
XP_085450496.1	CPAR2_406010	74.6
XP_085450497.1	CPAR2_406000	56.0
XP_085450498.1	CPAR2_405990	24.7
XP_085450499.1	CPAR2_405980	46.2
XP_085450500.1	CPAR2_405970	72.5
XP_085450501.1	CPAR2_405960	38.9
XP_085450502.1	CPAR2_405950	74.2
XP_085450504.1	CPAR2_201100	42.7
XP_085450505.1	CPAR2_201090	77.7
XP_085450506.1	CPAR2_201080	47.5
XP_085450507.1	CPAR2_503510	86.0
XP_085450509.1	CPAR2_602410	53.5
XP_085450510.1	CPAR2_503500	42.0
XP_085450511.1	CPAR2_503495	45.6
XP_085450512.1	CPAR2_503490	47.9
XP_085450513.1	CPAR2_600690	29.8
XP_085450515.1	CPAR2_503480	66.6
XP_085450517.1	CPAR2_102920	33.0
XP_085450518.1	CPAR2_403660	52.9
XP_085450519.1	CPAR2_807400	82.0
XP_085450520.1	CPAR2_807410	63.5
XP_085450521.1	CPAR2_807420	54.9
XP_085450522.1	CPAR2_404660	35.7
XP_085450523.1	CPAR2_404670	66.9
XP_085450525.1	CPAR2_404700	43.8
XP_085450527.1	CPAR2_805870	53.5
XP_085450528.1	CPAR2_805880	80.4
XP_085450529.1	CPAR2_806460	61.3
XP_085450530.1	CPAR2_806450	53.2
XP_085450531.1	CPAR2_806430	42.6
XP_085450532.1	CPAR2_806440	34.2
XP_085450534.1	CPAR2_806580	67.9
XP_085450535.1	CPAR2_201110	64.4
XP_085450536.1	CPAR2_201120	62.4
XP_085450537.1	CPAR2_201130	40.4
XP_085450538.1	CPAR2_200840	50.0
XP_085450539.1	CPAR2_200850	54.2
XP_085450540.1	CPAR2_200860	50.0
XP_085450541.1	CPAR2_200870	55.4
XP_085450542.1	CPAR2_200830	52.6
XP_085450543.1	CPAR2_405700	59.1
XP_085450544.1	CPAR2_405710	52.0
XP_085450545.1	CPAR2_405720	61.6
XP_085450546.1	CPAR2_405730	33.1
XP_085450547.1	CPAR2_802630	48.8
XP_085450548.1	CPAR2_802550	75.5
XP_085450549.1	CPAR2_801570	85.3
XP_085450551.1	CPAR2_211340	47.9
XP_085450552.1	CPAR2_211080	76.5
XP_085450553.1	CPAR2_211090	53.5
XP_085450554.1	CPAR2_211100	35.5
XP_085450555.1	CPAR2_105530	64.0
XP_085450556.1	CPAR2_105520	73.6
XP_085450557.1	CPAR2_105510	55.8
XP_085450558.1	CPAR2_105500	81.1
XP_085450560.1	CPAR2_803110	70.1
XP_085450561.1	CPAR2_803100	59.1
XP_085450562.1	CPAR2_105460	36.1
XP_085450563.1	CPAR2_803120	57.7
XP_085450565.1	CPAR2_206480	44.7
XP_085450566.1	CPAR2_206400	50.9
XP_085450567.1	CPAR2_206410	56.3
XP_085450568.1	CPAR2_803010	86.4
XP_085450569.1	CPAR2_802900	63.7
XP_085450571.1	CPAR2_802910	35.7
XP_085450572.1	CPAR2_802920	49.7
XP_085450573.1	CPAR2_208710	36.5
XP_085450575.1	CPAR2_800210	37.1
XP_085450576.1	CPAR2_800220	77.6
XP_085450577.1	CPAR2_206490	73.7
XP_085450578.1	CPAR2_406550	53.1
XP_085450580.1	CPAR2_212860	65.2
XP_085450581.1	CPAR2_210160	50.8
XP_085450582.1	CPAR2_210170	61.7
XP_085450583.1	CPAR2_210180	86.4
XP_085450584.1	CPAR2_206640	57.9
XP_085450586.1	CPAR2_206610	53.5
XP_085450587.1	CPAR2_206600	45.5
XP_085450588.1	CPAR2_303150	34.1
XP_085450589.1	CPAR2_303140	27.7
XP_085450590.1	CPAR2_303120	50.6
XP_085450593.1	CPAR2_303090	53.9
XP_085450594.1	CPAR2_303080	76.0
XP_085450595.1	CPAR2_205070	73.1
XP_085450596.1	CPAR2_205060	87.3
XP_085450600.1	CPAR2_205030	67.4
XP_085450601.1	CPAR2_201690	82.5
XP_085450602.1	CPAR2_201680	34.7
XP_085450603.1	CPAR2_201670	36.5
XP_085450604.1	CPAR2_201660	72.5
XP_085450605.1	CPAR2_201590	70.4
XP_085450607.1	CPAR2_201600	82.5
XP_085450609.1	CPAR2_201610	24.3
XP_085450610.1	CPAR2_201620	51.5
XP_085450611.1	CPAR2_201630	67.4
XP_085450612.1	CPAR2_201640	63.9
XP_085450615.1	CPAR2_600240	35.8
XP_085450616.1	CPAR2_600230	27.6
XP_085450617.1	CPAR2_600400	72.9
XP_085450618.1	CPAR2_501040	56.0
XP_085450619.1	CPAR2_501050	66.0
XP_085450620.1	CPAR2_500610	58.3
XP_085450621.1	CPAR2_500600	39.2
XP_085450622.1	CPAR2_500590	26.0
XP_085450624.1	CPAR2_107910	29.2
XP_085450625.1	CPAR2_107920	76.8
XP_085450626.1	CPAR2_107930	61.1
XP_085450627.1	CPAR2_107940	80.5
XP_085450628.1	CPAR2_107950	54.8
XP_085450629.1	CPAR2_210690	60.3
XP_085450630.1	CPAR2_210680	43.5
XP_085450631.1	CPAR2_210670	57.4
XP_085450632.1	CPAR2_210650	52.1
XP_085450633.1	CPAR2_210640	71.3
XP_085450634.1	CPAR2_210630	64.3
XP_085450635.1	CPAR2_107570	48.0
XP_085450636.1	CPAR2_107350	59.7
XP_085450637.1	CPAR2_107340	29.1
XP_085450640.1	CPAR2_107310	50.0
XP_085450641.1	CPAR2_107300	27.7
XP_085450642.1	CPAR2_202440	64.3
XP_085450643.1	CPAR2_202450	41.2
XP_085450644.1	CPAR2_202460	52.6
XP_085450645.1	CPAR2_202470	44.1
XP_085450646.1	CPAR2_100360	48.8
XP_085450647.1	CPAR2_100370	34.5
XP_085450648.1	CPAR2_100380	59.3
XP_085450649.1	CPAR2_100390	43.7
XP_085450651.1	CPAR2_100410	50.2
XP_085450652.1	CPAR2_100420	67.0
XP_085450653.1	CPAR2_100430	48.6
XP_085450654.1	CPAR2_100440	55.1
XP_085450656.1	CPAR2_301250	51.5
XP_085450657.1	CPAR2_205270	25.4
XP_085450658.1	CPAR2_205280	54.3
XP_085450660.1	CPAR2_205300	68.5
XP_085450662.1	CPAR2_206040	46.4
XP_085450663.1	CPAR2_206030	33.3
XP_085450664.1	CPAR2_206020	78.7
XP_085450665.1	CPAR2_205840	67.3
XP_085450666.1	CPAR2_204240	78.8
XP_085450667.1	CPAR2_204230	71.7
XP_085450668.1	CPAR2_404650	36.0
XP_085450669.1	CPAR2_404640	70.0
XP_085450670.1	CPAR2_300700	40.1
XP_085450671.1	CPAR2_300710	34.4
XP_085450673.1	CPAR2_300190	60.0
XP_085450675.1	CPAR2_407270	55.3
XP_085450676.1	CPAR2_601960	49.7
XP_085450678.1	CPAR2_108140	69.2
XP_085450683.1	CPAR2_105740	44.0
XP_085450690.1	CPAR2_806420	33.1
XP_085450692.1	CPAR2_404800	37.3
XP_085450695.1	CPAR2_200120	60.8
XP_085450696.1	CPAR2_200130	84.6
XP_085450697.1	CPAR2_200140	46.0
XP_085450698.1	CPAR2_200150	44.4
XP_085450699.1	CPAR2_200160	56.7
XP_085450700.1	CPAR2_200170	58.7
XP_085450701.1	CPAR2_200180	54.7
XP_085450702.1	CPAR2_200190	71.8
XP_085450703.1	CPAR2_200200	32.1
XP_085450704.1	CPAR2_200210	69.5
XP_085450705.1	CPAR2_104740	69.7
XP_085450706.1	CPAR2_200230	41.0
XP_085450707.1	CPAR2_407520	84.5
XP_085450710.1	CPAR2_402480	45.1
XP_085450711.1	CPAR2_407530	48.6
XP_085450712.1	CPAR2_808090	33.2
XP_085450713.1	CPAR2_808100	65.5
XP_085450714.1	CPAR2_801620	29.2
XP_085450715.1	CPAR2_801630	36.5
XP_085450716.1	CPAR2_801640	52.6
XP_085450717.1	CPAR2_801650	29.0
XP_085450721.1	CPAR2_801670	20.8
XP_085450722.1	CPAR2_801680	60.8
XP_085450723.1	CPAR2_801890	64.7
XP_085450724.1	CPAR2_801880	67.9
XP_085450725.1	CPAR2_801870	78.2
XP_085450726.1	CPAR2_801850	44.6
XP_085450727.1	CPAR2_801860	70.8
XP_085450728.1	CPAR2_801800	69.3
XP_085450729.1	CPAR2_801810	33.6
XP_085450730.1	CPAR2_105690	63.2
XP_085450731.1	CPAR2_109720	59.9
XP_085450732.1	CPAR2_102480	66.5
XP_085450733.1	CPAR2_102500	64.2
XP_085450735.1	CPAR2_107610	41.5
XP_085450736.1	CPAR2_107590	81.6
XP_085450737.1	CPAR2_702620	32.8
XP_085450738.1	CPAR2_702630	49.5
XP_085450740.1	CPAR2_702460	77.6
XP_085450741.1	CPAR2_702420	46.9
XP_085450742.1	CPAR2_807650	63.6
XP_085450743.1	CPAR2_807660	36.0
XP_085450744.1	CPAR2_807670	39.9
XP_085450745.1	CPAR2_802440	40.9
XP_085450747.1	CPAR2_802680	73.6
XP_085450748.1	CPAR2_802670	83.6
XP_085450751.1	CPAR2_703190	46.5
XP_085450754.1	CPAR2_703200	45.0
XP_085450756.1	CPAR2_108820	34.7
XP_085450759.1	CPAR2_802650	40.8
XP_085450760.1	CPAR2_802660	56.7
XP_085450762.1	CPAR2_302310	35.9
XP_085450763.1	CPAR2_301710	55.3
XP_085450764.1	CPAR2_301700	22.7
XP_085450765.1	CPAR2_302330	41.7
XP_085450767.1	CPAR2_302320	69.2
XP_085450768.1	CPAR2_104210	44.3
XP_085450769.1	CPAR2_104200	51.5
XP_085450770.1	CPAR2_104190	75.8
XP_085450774.1	CPAR2_104920	46.2
XP_085450775.1	CPAR2_104910	60.7
XP_085450776.1	CPAR2_104930	41.7
XP_085450778.1	CPAR2_500670	30.8
XP_085450779.1	CPAR2_402040	55.8
XP_085450780.1	CPAR2_401990	48.4
XP_085450781.1	CPAR2_401980	41.6
XP_085450782.1	CPAR2_302210	44.5
XP_085450783.1	CPAR2_302180	54.8
XP_085450784.1	CPAR2_302170	50.0
XP_085450785.1	CPAR2_302280	57.1
XP_085450786.1	CPAR2_302270	31.2
XP_085450787.1	CPAR2_302260	49.4
XP_085450788.1	CPAR2_302250	34.9
XP_085450789.1	CPAR2_302360	42.9
XP_085450790.1	CPAR2_302370	78.4
XP_085450791.1	CPAR2_302380	56.5
XP_085450792.1	CPAR2_302390	65.4
XP_085450793.1	CPAR2_104240	38.4
XP_085450794.1	CPAR2_104230	63.8
XP_085450795.1	CPAR2_104220	63.9
XP_085450796.1	CPAR2_803580	70.9
XP_085450797.1	CPAR2_803620	56.4
XP_085450798.1	CPAR2_803630	84.8
