alpha,E_eV,se_E_eV,r_squared,n,OTU,otu_name,cell_volume_um3,cell_carbon_fg
5.59822625507247,0.5413523749405699,0.04160042070695241,0.7514888320394443,58,1,Clade1_2068,8,1320
5.9105853446385215,0.49339757215749896,0.061226521392720994,0.536961942399262,58,2,Clade1_2069,8,1320
5.5023545364828035,0.5200133074773685,0.051485635405531735,0.637530111581476,60,3,Clade1_2070,8,1320
5.803304131702447,0.43185009481553593,0.06223306528733402,0.4856435743134177,53,4,Clade2_2071,8,1320
5.858506517852577,0.3469894848852546,0.057686026453774686,0.40570901143803084,55,5,Clade2_2072,8,1320
5.755876333182115,0.48318386821362075,0.06253572875346891,0.549214662776487,51,6,Clade2_2073,8,1320
5.509806858109651,0.2923723963268281,0.04182040383003643,0.4705229098669385,57,7,Clade3_2074,8,1320
5.042166627801948,0.5229886954578467,0.04639219630071776,0.6866306866211627,60,8,Clade3_2075,8,1320
5.263200931474614,0.38823625276978885,0.055636430751957885,0.46070629510110506,59,9,Clade3_2076,8,1320
5.592429470573883,0.2803212948507193,0.042313151501461616,0.43075632064122565,60,10,Clade4_2077,8,1320
5.431863431459033,0.3031667901136197,0.04947848991978916,0.39294426287761397,60,11,Clade4_2078,8,1320
5.729533406006661,0.3211352033998131,0.06663025431996812,0.30472770712880237,55,12,Clade4_2079,8,1320
3.8957874615633505,0.48530103465906355,0.11489032603122244,0.2751666607875897,49,13,glab_2048,8,1320
3.0693865105672637,0.789874542005674,0.13935088755074668,0.35647769749732516,60,14,glab_2049,8,1320
2.9928357297484833,0.7887622022475219,0.1396267124882519,0.35891728201436857,59,15,glab_2050,8,1320
7.0613739696170335,0.3403705634945519,0.07704219406484267,0.3122037179587552,45,16,para_2051,32,5280
6.569835685472334,0.3679508801230843,0.06715768880681056,0.38975658012812947,49,17,para_2052,32,5280
6.521153764652331,0.3247196466547365,0.1261883923558531,0.1390503850847151,43,18,para_2053,32,5280
